,Name,Sex,Age,Team,Games,Year,Season,Sport,Medal
2621,MIKULIC Ivan,Male,26,Croatia,2020 Summer,2020,Summer,Taekwondo,2
2622,MILENIN Viktor,Male,33,RPC,2020 Summer,2020,Summer,Sitting Volleyball,2
2623,MILENKOVIC Petar,Male,36,Serbia,2020 Summer,2020,Summer,Powerlifting,0
2624,MILLAGE Nichole,Female,44,United States of America,2020 Summer,2020,Summer,Sitting Volleyball,3
2625,MILLER Asya,Female,41,United States of America,2020 Summer,2020,Summer,Goalball,2
2626,MILLER Mareike,Female,30,Germany,2020 Summer,2020,Summer,Wheelchair Basketball,0
2627,MILLER Marlaina,Female,25,Israel,2020 Summer,2020,Summer,Rowing,0
2628,MILLER Owen,Male,29,Great Britain,2020 Summer,2020,Summer,Athletics,3
2629,MILLER Tyler,Male,36,Canada,2020 Summer,2020,Summer,Wheelchair Basketball,0
2630,MILLWARD Stephanie,Female,39,Great Britain,2020 Summer,2020,Summer,Swimming,0
2631,MILNE Jonathon,Male,35,Australia,2020 Summer,2020,Summer,Archery,0
2632,MINA APONZA Jean Carlos,Male,19,Colombia,2020 Summer,2020,Summer,Athletics,1
2633,MINAI Akito,Male,18,Japan,2020 Summer,2020,Summer,Swimming,0
2634,MINAKAWA Tetsuo,Male,40,Japan,2020 Summer,2020,Summer,Sitting Volleyball,0
2635,MINAMI Nobuhiro,Male,52,Japan,2020 Summer,2020,Summer,Table Tennis,0
2636,MINNECI Barbara,Female,51,Belgium,2020 Summer,2020,Summer,Equestrian,0
2637,MIRABILE Gian Filippo,Male,53,Italy,2020 Summer,2020,Summer,Rowing,0
2638,MIRANDA HERRERA Nely,Female,48,Mexico,2020 Summer,2020,Summer,Swimming,1
2639,MIRZAEVA Shakhnoza,Female,21,Uzbekistan,2020 Summer,2020,Summer,Canoe Sprint,0
2640,MIRZAYOROVA Asila,Female,21,Uzbekistan,2020 Summer,2020,Summer,Athletics,2
2641,MIRZOKHIDOVA Nigorakhon,Female,19,Uzbekistan,2020 Summer,2020,Summer,Swimming,0
2642,MISHUROVA Irina,Female,27,RPC,2020 Summer,2020,Summer,Wheelchair Fencing,0
2643,MISPELKAMP Regine,Female,50,Germany,2020 Summer,2020,Summer,Equestrian,1
2644,MITCHELL Cassie,Female,39,United States of America,2020 Summer,2020,Summer,Athletics,2
2645,MIURA Hiroshi,Male,56,Japan,2020 Summer,2020,Summer,Powerlifting,0
2646,MIYAJI Mitsuhide,Male,63,Japan,2020 Summer,2020,Summer,Equestrian,0
2647,MIYAJIKI Koji,Male,26,Japan,2020 Summer,2020,Summer,Goalball,0
2648,MIYAJIMA Tetsuya,Male,32,Japan,2020 Summer,2020,Summer,Wheelchair Basketball,2
2649,MIYAMOTO Leon,Male,37,Japan,2020 Summer,2020,Summer,Archery,0
2650,MIYAZAKI Satoru,Male,28,Japan,2020 Summer,2020,Summer,Swimming,0
2651,MIZRAHI Or,Female,27,Israel,2020 Summer,2020,Summer,Goalball,0
2652,MIZUTA Mika,Female,23,Japan,2020 Summer,2020,Summer,Shooting,0
2653,MOEBIUS Moritz Alexander,Male,22,Germany,2020 Summer,2020,Summer,Shooting,0
2654,MOESCU Eduard Mihaita,Male,35,Romania,2020 Summer,2020,Summer,Cycling Road,0
2655,MOESCU Eduard Mihaita,Male,35,Romania,2020 Summer,2020,Summer,Cycling Track,0
2656,MOFOKENG Tebogo,Male,20,South Africa,2020 Summer,2020,Summer,Athletics,0
2657,MOGGE Juliane,Female,31,Germany,2020 Summer,2020,Summer,Athletics,0
2658,MOGOS Ionela Andreea,Female,32,Italy,2020 Summer,2020,Summer,Wheelchair Fencing,2
2659,MOGUCHAIA Aleksandra,Female,30,RPC,2020 Summer,2020,Summer,Athletics,2
2660,MOHAMAD ARIFFIN Siti Noor Iasah,Female,31,Malaysia,2020 Summer,2020,Summer,Athletics,0
2661,MOHAMAD Mohamad,Male,37,Syrian Arab Republic,2020 Summer,2020,Summer,Athletics,0
2662,MOHAMAD PUZI Mohamad Ridzuan,Male,33,Malaysia,2020 Summer,2020,Summer,Athletics,0
2663,MOHAMAD YASLI Nur Aini,Female,29,Singapore,2020 Summer,2020,Summer,Powerlifting,0
2664,MOHAMMAD NEZHAD Mohammad,Male,29,Islamic Republic of Iran,2020 Summer,2020,Summer,Wheelchair Basketball,0
2665,MOHAMMADI Mahdi,Male,28,Islamic Republic of Iran,2020 Summer,2020,Summer,Cycling Road,0
2666,MOHAMMADI Mahdi,Male,28,Islamic Republic of Iran,2020 Summer,2020,Summer,Cycling Track,0
2667,MOHAMMADIAN Sajad,Male,37,Islamic Republic of Iran,2020 Summer,2020,Summer,Athletics,2
2668,MOHD ZAIS Nur Azlia Syafinaz,Female,22,Malaysia,2020 Summer,2020,Summer,Cycling Road,0
2669,MOHSIN Rasool,Male,33,Iraq,2020 Summer,2020,Summer,Powerlifting,0
2670,MOKHTARI HEMAMI Alireza,Male,43,Islamic Republic of Iran,2020 Summer,2020,Summer,Athletics,2
2671,MOKO Juliana Ngleya,Female,20,Angola,2020 Summer,2020,Summer,Athletics,0
2672,MOLINA GOMEZ Andres Esteban,Male,33,Costa Rica,2020 Summer,2020,Summer,Taekwondo,0
2673,MOLINA Samuel,Male,39,Mexico,2020 Summer,2020,Summer,Archery,0
2674,MOLKOV Aleksandr,Male,33,RPC,2020 Summer,2020,Summer,Swimming,0
2675,MOLLIENS Stephane,Male,46,France,2020 Summer,2020,Summer,Table Tennis,3
2676,MOMME Kaare,Male,29,Denmark,2020 Summer,2020,Summer,Wheelchair Rugby,0
2677,MONAHAN Patrick,Male,35,Ireland,2020 Summer,2020,Summer,Athletics,0
2678,MONTEIRO Beatriz,Female,15,Portugal,2020 Summer,2020,Summer,Badminton,0
2679,MONTEIRO Miguel,Male,20,Portugal,2020 Summer,2020,Summer,Athletics,1
2680,MONTENEGRO BATISTA LINS Ana Raquel,Female,30,Brazil,2020 Summer,2020,Summer,Cycling Road,0
2681,MONTENEGRO BATISTA LINS Ana Raquel,Female,30,Brazil,2020 Summer,2020,Summer,Cycling Track,0
2682,MONTIEL CORTIJO Almudena,Female,29,Spain,2020 Summer,2020,Summer,Wheelchair Basketball,0
2683,MONTILLA VERA Jose Gregorio,Male,20,Venezuela,2020 Summer,2020,Summer,Swimming,0
2684,MONTJANE Kgothatso,Female,34,South Africa,2020 Summer,2020,Summer,Wheelchair Tennis,0
2685,MONTVYDAS Nerijus,Male,36,Lithuania,2020 Summer,2020,Summer,Goalball,1
2686,MOODY Bailey,Female,19,United States of America,2020 Summer,2020,Summer,Wheelchair Basketball,1
2687,MOON Aeekyung,Female,52,Republic of Korea,2020 Summer,2020,Summer,Shooting,0
2688,MOON Sung Keum,Female,52,Republic of Korea,2020 Summer,2020,Summer,Table Tennis,0
2689,MOORE Charlotte,Female,22,Great Britain,2020 Summer,2020,Summer,Wheelchair Basketball,0
2690,MOOS Nele,Female,19,Germany,2020 Summer,2020,Summer,Athletics,0
2691,MORAES Guilherme,Male,30,Brazil,2020 Summer,2020,Summer,Boccia,0
2692,MORAL PEDRERO Eva Maria,Female,38,Spain,2020 Summer,2020,Summer,Triathlon,1
2693,MORALES Jordi,Male,35,Spain,2020 Summer,2020,Summer,Table Tennis,1
2694,MORCH Emmanuelle,Female,30,France,2020 Summer,2020,Summer,Wheelchair Tennis,0
2695,MOREAU Charles,Male,38,Canada,2020 Summer,2020,Summer,Cycling Road,0
2696,MOREL Ruth Sylvie,Female,64,Canada,2020 Summer,2020,Summer,Wheelchair Fencing,0
2697,MORELLI Efrem,Male,41,Italy,2020 Summer,2020,Summer,Swimming,0
2698,MORELLI Shawn,Female,45,United States of America,2020 Summer,2020,Summer,Cycling Road,3
2699,MORELLI Shawn,Female,45,United States of America,2020 Summer,2020,Summer,Cycling Track,3
2700,MORENO Leomon,Male,27,Brazil,2020 Summer,2020,Summer,Goalball,3
2701,MORENO Maria Florencia,Female,31,Argentina,2020 Summer,2020,Summer,Wheelchair Tennis,0
2702,MORGANTI Sara,Female,45,Italy,2020 Summer,2020,Summer,Equestrian,1
2703,MORILLO GIL Naibys Daniela,Female,21,Venezuela,2020 Summer,2020,Summer,Athletics,0
2704,MORIN Lenaig,Female,29,France,2020 Summer,2020,Summer,Badminton,0
2705,MORKVYCH Nataliia,Female,29,Ukraine,2020 Summer,2020,Summer,Wheelchair Fencing,2
2706,MORLACCHI Federico,Male,27,Italy,2020 Summer,2020,Summer,Swimming,1
2707,MOROISHI Mitsuteru,Male,53,Japan,2020 Summer,2020,Summer,Wheelchair Tennis,1
2708,MORRISON Conner,Male,23,Great Britain,2020 Summer,2020,Summer,Swimming,0
2709,MORTENSEN Jakob,Male,24,Denmark,2020 Summer,2020,Summer,Wheelchair Rugby,0
2710,MOSAAD Amr,Male,28,Egypt,2020 Summer,2020,Summer,Powerlifting,0
2711,MOSHKOVICH Svetlana,Female,37,RPC,2020 Summer,2020,Summer,Cycling Road,0
2712,MOSHKOVSKAIA Ekaterina,Female,24,RPC,2020 Summer,2020,Summer,Rowing,0
2713,MOSKALENKO Anastasiia,Female,20,Ukraine,2020 Summer,2020,Summer,Athletics,3
2714,MOSNICKA Tomas,Male,54,Czech Republic,2020 Summer,2020,Summer,Cycling Road,0
2715,MOSQUERA Adrian,Male,24,Spain,2020 Summer,2020,Summer,Canoe Sprint,0
2716,MOTA ECHARRY Belkis Dayanara,Female,38,Venezuela,2020 Summer,2020,Summer,Swimming,0
2717,MOTAGHIAN MOAVI Hashemiyeh,Female,34,Islamic Republic of Iran,2020 Summer,2020,Summer,Athletics,3
2718,MOUAMBAKO Emmanuel Grace,Male,32,Congo,2020 Summer,2020,Summer,Athletics,0
2719,MOUKAGNI MOUKAGNI Davy Rendhel,Male,29,Gabon,2020 Summer,2020,Summer,Athletics,0
2720,MOULAM Beth,Female,27,Great Britain,2020 Summer,2020,Summer,Boccia,0
2721,MOULD Toni,Female,37,South Africa,2020 Summer,2020,Summer,Cycling Road,0
2722,MOURA Leylane,Female,27,Brazil,2020 Summer,2020,Summer,Athletics,0
2723,MOURAO Norberto,Male,40,Portugal,2020 Summer,2020,Summer,Canoe Sprint,1
2724,MOURIZ DOPICO David,Male,38,Spain,2020 Summer,2020,Summer,Wheelchair Basketball,0
2725,MOUSSA Elsayed,Male,41,Egypt,2020 Summer,2020,Summer,Sitting Volleyball,0
2726,MOYSIADIS Gkremislav,Male,42,Greece,2020 Summer,2020,Summer,Powerlifting,0
2727,MOZGOVOI Bogdan,Male,20,RPC,2020 Summer,2020,Summer,Swimming,3
2728,MROZ Bartlomiej,Male,26,Poland,2020 Summer,2020,Summer,Badminton,0
2729,MTWEVE Ignas Madumla,Male,43,United Republic of Tanzania,2020 Summer,2020,Summer,Athletics,0
2730,MUELLER Edina,Female,37,Germany,2020 Summer,2020,Summer,Canoe Sprint,3
2731,MUELLER-ROTTGARDT Katrin,Female,39,Germany,2020 Summer,2020,Summer,Athletics,0
2732,MUGIRWANAKE Louise,Female,29,Rwanda,2020 Summer,2020,Summer,Sitting Volleyball,0
2733,JAMALI Muhammad Hafiz,Male,31,Malaysia,2020 Summer,2020,Summer,Cycling Track,0
2734,MUKASHBEKOV Dastan,Male,30,Kazakhstan,2020 Summer,2020,Summer,Athletics,0
2735,MUKOBWANKAWE Liliane,Female,32,Rwanda,2020 Summer,2020,Summer,Sitting Volleyball,0
2736,MUKUNDAN Niranjan,Male,26,India,2020 Summer,2020,Summer,Swimming,0
2737,MULBAH Thomas,Male,22,Liberia,2020 Summer,2020,Summer,Athletics,0
2738,MULECK German,Male,30,Argentina,2020 Summer,2020,Summer,Football 5-a-side,2
2739,MULISA Hosiana,Female,27,Rwanda,2020 Summer,2020,Summer,Sitting Volleyball,0
2740,MULLEN Andrew,Male,24,Great Britain,2020 Summer,2020,Summer,Swimming,0
2741,MULLOOLY Zara,Female,18,Great Britain,2020 Summer,2020,Summer,Swimming,0
2742,MUNEVAR FLOREZ Daniela Carolina,Female,25,Colombia,2020 Summer,2020,Summer,Cycling Road,0
2743,MUNEVAR FLOREZ Daniela Carolina,Female,25,Colombia,2020 Summer,2020,Summer,Cycling Track,0
2744,MUNGA Monica,Female,21,Zambia,2020 Summer,2020,Summer,Athletics,0
2745,MUNIALO Nelly Nasimiyu,Female,36,Kenya,2020 Summer,2020,Summer,Athletics,0
2746,MUNOZ MALAGON Michel,Male,34,Mexico,2020 Summer,2020,Summer,Rowing,0
2747,MUNPHET Bancha,Male,21,Thailand,2020 Summer,2020,Summer,Football 5-a-side,0
2748,MUNRO Beth,Female,27,Great Britain,2020 Summer,2020,Summer,Taekwondo,2
2749,MUNRO-COOK Georgia,Female,26,Australia,2020 Summer,2020,Summer,Wheelchair Basketball,0
2750,MURAO Travis,Male,38,Canada,2020 Summer,2020,Summer,Wheelchair Rugby,0
2751,MURAOKA Momoka,Female,24,Japan,2020 Summer,2020,Summer,Athletics,0
2752,MURATLI Nazmiye,Female,41,Turkey,2020 Summer,2020,Summer,Powerlifting,0
2753,MURATOVA Vera,Female,40,RPC,2020 Summer,2020,Summer,Powerlifting,1
2754,MURAYAMA Hiroshi,Male,47,Japan,2020 Summer,2020,Summer,Badminton,1
2755,MUREBWAYIRE Claudine,Female,31,Rwanda,2020 Summer,2020,Summer,Sitting Volleyball,0
2756,MURPHY Christopher,Male,36,United States of America,2020 Summer,2020,Summer,Cycling Road,0
2757,MURPHY Christopher,Male,36,United States of America,2020 Summer,2020,Summer,Cycling Track,0
2758,MURPHY Michael,Male,23,Ireland,2020 Summer,2020,Summer,Equestrian,0
2759,MURRAY Nicole,Female,28,New Zealand,2020 Summer,2020,Summer,Cycling Road,0
2760,MURRAY Nicole,Female,28,New Zealand,2020 Summer,2020,Summer,Cycling Track,0
2761,MUSABEKOV Firdavsbek,Male,24,Uzbekistan,2020 Summer,2020,Summer,Swimming,0
2762,MUSAYEV Olokhan,Male,41,Azerbaijan,2020 Summer,2020,Summer,Athletics,0
2763,MUSHIRANZIGO Adeline,Female,19,Burundi,2020 Summer,2020,Summer,Athletics,0
2764,MUSILOVA Sarka,Female,30,Czech Republic,2020 Summer,2020,Summer,Archery,2
2765,MUTI Greta Elizabeth,Female,26,Italy,2020 Summer,2020,Summer,Rowing,0
2766,MUTIA Liana,Female,22,United States of America,2020 Summer,2020,Summer,Judo,0
2767,MUTUYIMANA Chantal,Female,29,Rwanda,2020 Summer,2020,Summer,Sitting Volleyball,0
2768,MUTWARE Blaise,Male,26,Canada,2020 Summer,2020,Summer,Wheelchair Basketball,0
2769,MUVUNYI Hermas,Male,37,Rwanda,2020 Summer,2020,Summer,Athletics,0
2770,MUZINIC Andela,Female,28,Croatia,2020 Summer,2020,Summer,Table Tennis,1
2771,MYLLY Jarkko,Male,39,Finland,2020 Summer,2020,Summer,Shooting,0
2772,MYSNYK Anastasiia,Female,30,Ukraine,2020 Summer,2020,Summer,Athletics,2
2773,NAAS Ahmed,Male,29,Iraq,2020 Summer,2020,Summer,Athletics,0
2774,NABIYEV Samir,Male,35,Azerbaijan,2020 Summer,2020,Summer,Athletics,0
2775,NACHAZEL Filip,Male,40,Czech Republic,2020 Summer,2020,Summer,Table Tennis,0
2776,NAFATI Fadhila,Female,33,Tunisia,2020 Summer,2020,Summer,Athletics,0
2777,NAGAEV Nikita,Male,27,RPC,2020 Summer,2020,Summer,Wheelchair Fencing,1
2778,NAGAI Takamasa,Male,26,Japan,2020 Summer,2020,Summer,Judo,0
2779,NAGANO Miho,Female,42,Japan,2020 Summer,2020,Summer,Archery,0
2780,NAGAR Krishna,Male,22,India,2020 Summer,2020,Summer,Badminton,3
2781,NAGASHIMA Osamu,Male,41,Japan,2020 Summer,2020,Summer,Badminton,0
2782,NAGATA Tsutomu,Male,37,Japan,2020 Summer,2020,Summer,Athletics,1
2783,NAIMOVA Guljonoy,Female,20,Uzbekistan,2020 Summer,2020,Summer,Taekwondo,3
2784,NAISAN Abbas,Male,38,Iraq,2020 Summer,2020,Summer,Powerlifting,0
2785,NAJAFZADE Said,Male,22,Azerbaijan,2020 Summer,2020,Summer,Athletics,1
2786,NAJIM Basimah,Female,54,Kuwait,2020 Summer,2020,Summer,Athletics,0
2787,NAKAJIMA Keichi,Male,22,Japan,2020 Summer,2020,Summer,Swimming,0
2788,NAKAMACHI Shunya,Male,26,Japan,2020 Summer,2020,Summer,Wheelchair Rugby,1
2789,NAKAMURA Takumi,Male,22,Japan,2020 Summer,2020,Summer,Boccia,1
2790,NAKAMURA Tomotaro,Male,36,Japan,2020 Summer,2020,Summer,Swimming,0
2791,NAKANISHI Maya,Female,35,Japan,2020 Summer,2020,Summer,Athletics,0
2792,NAKANO Takuya,Male,34,Japan,2020 Summer,2020,Summer,Sitting Volleyball,0
2793,NAKOVSKA-BIKOVA Olivera,Female,46,North Macedonia,2020 Summer,2020,Summer,Shooting,0
2794,NALEPKA Maciej,Male,44,Poland,2020 Summer,2020,Summer,Table Tennis,0
2795,NALEWAJEK Michal,Male,28,Poland,2020 Summer,2020,Summer,Wheelchair Fencing,0
2796,NAM Ki Won,Male,54,Republic of Korea,2020 Summer,2020,Summer,Table Tennis,1
2797,NAMBALA Johannes,Male,30,Namibia,2020 Summer,2020,Summer,Athletics,1
2798,NAMJILMAA Munkhbaatar,Male,29,Mongolia,2020 Summer,2020,Summer,Archery,0
2799,NAMOZOV Sherzod,Male,28,Uzbekistan,2020 Summer,2020,Summer,Judo,0
2800,NANKIN Cedric,Male,36,France,2020 Summer,2020,Summer,Wheelchair Rugby,0
2801,NARDO Chiara,Female,47,Italy,2020 Summer,2020,Summer,Rowing,0
2802,NARITA Mayumi,Female,50,Japan,2020 Summer,2020,Summer,Swimming,0
2803,NARWAL Manish,Male,19,India,2020 Summer,2020,Summer,Shooting,3
2804,NASAJPOUR Shahrad,Male,31,Refugee Paralympic Team,2020 Summer,2020,Summer,Athletics,0
2805,NASCIMENTO LIMA Bruna,Female,31,Brazil,2020 Summer,2020,Summer,Sitting Volleyball,1
2806,NASRALLAH Hatem,Male,29,Tunisia,2020 Summer,2020,Summer,Athletics,0
2807,NAUMENKO Oleg,Male,35,Ukraine,2020 Summer,2020,Summer,Wheelchair Fencing,0
2808,NAVARRO RODRIGUEZ Gabriela,Female,28,Spain,2020 Summer,2020,Summer,Wheelchair Basketball,0
2809,NAVARRO SANCHEZ Edgar Cesareo,Male,49,Mexico,2020 Summer,2020,Summer,Athletics,0
2810,NAVDEEP,Male,20,India,2020 Summer,2020,Summer,Athletics,0
2811,NAWAD Ahmed,Male,18,United Arab Emirates,2020 Summer,2020,Summer,Athletics,0
2812,NAZARENKO Oleksandr,Male,34,Ukraine,2020 Summer,2020,Summer,Judo,1
2813,NAZARYAN Stas,Male,42,Armenia,2020 Summer,2020,Summer,Athletics,0
2814,NAZIROV Rasul,Male,35,RPC,2020 Summer,2020,Summer,Table Tennis,0
2815,NDAKARA Veronica,Female,20,Central African Republic,2020 Summer,2020,Summer,Athletics,0
2816,NDIAYE Fatou Kine,Female,38,Senegal,2020 Summer,2020,Summer,Athletics,0
2817,NEDELKO Aleksandra,Female,24,RPC,2020 Summer,2020,Summer,Athletics,0
2818,NEISWENDER Ryan,Male,26,United States of America,2020 Summer,2020,Summer,Wheelchair Basketball,3
2819,NEIUFI Tupou,Female,19,New Zealand,2020 Summer,2020,Summer,Swimming,3
2820,NELSON Andrea,Female,29,Canada,2020 Summer,2020,Summer,Canoe Sprint,0
2821,NEMATI Mohammad,Male,22,Islamic Republic of Iran,2020 Summer,2020,Summer,Sitting Volleyball,3
2822,NEMATI Zahra,Female,35,Islamic Republic of Iran,2020 Summer,2020,Summer,Archery,3
2823,NESBITT Jahmaris,Female,20,"Virgin Islands, US",2020 Summer,2020,Summer,Athletics,0
2824,NESSE Ida,Female,28,Norway,2020 Summer,2020,Summer,Athletics,0
2825,NETSIRI Hanreuchai,Male,41,Thailand,2020 Summer,2020,Summer,Archery,0
2826,NEWBY Eric,Male,32,United States of America,2020 Summer,2020,Summer,Wheelchair Rugby,2
2827,NEWKIRK Shelby,Female,24,Canada,2020 Summer,2020,Summer,Swimming,0
2828,NEWSON Zoe,Female,29,Great Britain,2020 Summer,2020,Summer,Powerlifting,0
2829,NG Justine Charissa,Female,31,"Hong Kong, China",2020 Summer,2020,Summer,Wheelchair Fencing,0
2830,NG Mui Wui,Female,24,"Hong Kong, China",2020 Summer,2020,Summer,Table Tennis,0
2831,NGAI Ka Chuen,Male,49,"Hong Kong, China",2020 Summer,2020,Summer,Archery,0
2832,NGHAMSI FOTIE Mimozette,Female,43,Cameroon,2020 Summer,2020,Summer,Powerlifting,0
2833,NGUYEN Kevin,Male,28,United States of America,2020 Summer,2020,Summer,Shooting,0
2834,NGUYEN Thi Hai,Female,35,Vietnam,2020 Summer,2020,Summer,Athletics,0
2835,NI RIAIN Roisin,Female,15,Ireland,2020 Summer,2020,Summer,Swimming,0
2836,NIANG Babacar,Male,29,France,2020 Summer,2020,Summer,Football 5-a-side,0
2837,NICHOLAS David,Male,29,Australia,2020 Summer,2020,Summer,Cycling Road,1
2838,NICHOLAS David,Male,29,Australia,2020 Summer,2020,Summer,Cycling Track,1
2839,NICHOLSON Anna,Female,25,Great Britain,2020 Summer,2020,Summer,Athletics,0
2840,NICOLAI Boris,Male,35,Germany,2020 Summer,2020,Summer,Boccia,0
2841,NICOLEITZIK Nicole,Female,25,Germany,2020 Summer,2020,Summer,Athletics,0
2842,NIELSEN Caroline Cecilie,Female,30,Denmark,2020 Summer,2020,Summer,Equestrian,0
2843,NIETZEL Makayla,Female,17,United States of America,2020 Summer,2020,Summer,Swimming,0
2844,NIEVES Gustavo,Male,39,Spain,2020 Summer,2020,Summer,Athletics,0
2845,NIKIFOROV Maksim,Male,30,RPC,2020 Summer,2020,Summer,Swimming,0
2846,NIKIFOROVA Mariia,Female,34,RPC,2020 Summer,2020,Summer,Canoe Sprint,0
2847,NIKOBIMEZE Remy,Male,31,Burundi,2020 Summer,2020,Summer,Athletics,0
2848,NIKOLAEV Andrei,Male,20,RPC,2020 Summer,2020,Summer,Swimming,3
2849,NIKOLAIDIS Efstratios,Male,35,Greece,2020 Summer,2020,Summer,Athletics,1
2850,NIKOLAYCHYK Nataliya,Female,34,Ukraine,2020 Summer,2020,Summer,Judo,1
2851,NIKOLENKO Maksym,Male,27,Ukraine,2020 Summer,2020,Summer,Table Tennis,2
2852,NIKUZE Zaninka,Female,27,Rwanda,2020 Summer,2020,Summer,Sitting Volleyball,0
2853,NISHAD KUMAR,Male,21,India,2020 Summer,2020,Summer,Athletics,2
2854,NISHIDA An,Female,24,Japan,2020 Summer,2020,Summer,Swimming,0
2855,NISHIIE Michiyo,Female,54,Japan,2020 Summer,2020,Summer,Sitting Volleyball,0
2856,NISHIJIMA Mihoko,Female,65,Japan,2020 Summer,2020,Summer,Athletics,0
2857,NISHIOKA Toshihiro,Male,49,Japan,2020 Summer,2020,Summer,Rowing,0
2858,NJOPEKA Sauda Saidi,Female,48,United Republic of Tanzania,2020 Summer,2020,Summer,Athletics,0
2859,NJOROGE Mary Waithera,Female,37,Kenya,2020 Summer,2020,Summer,Athletics,0
2860,NOBLE Romain,Male,40,France,2020 Summer,2020,Summer,Wheelchair Fencing,1
2861,NOCHEVNOI Sergei,Male,37,RPC,2020 Summer,2020,Summer,Shooting,0
2862,NOEL Faustine,Female,27,France,2020 Summer,2020,Summer,Badminton,2
2863,NOEMDO Kerwin,Male,26,South Africa,2020 Summer,2020,Summer,Athletics,0
2864,NOERREMARK Bjoerk Kjellmann,Female,18,Denmark,2020 Summer,2020,Summer,Athletics,0
2865,NOGUEIRA GARCIA Edenia,Female,33,Brazil,2020 Summer,2020,Summer,Swimming,0
2866,NOLAN Victoria,Female,46,Canada,2020 Summer,2020,Summer,Rowing,0
2867,NOORDIN Muhammad Diroy,Male,29,Singapore,2020 Summer,2020,Summer,Athletics,0
2868,NORBEKOV Khusniddin,Male,33,Uzbekistan,2020 Summer,2020,Summer,Athletics,3
2869,NORBERG Joackim,Male,52,Sweden,2020 Summer,2020,Summer,Shooting,0
2870,NORBRUIS Alyda,Female,32,Netherlands,2020 Summer,2020,Summer,Cycling Track,2
2871,NORDIN Charley,Male,23,United States of America,2020 Summer,2020,Summer,Rowing,2
2872,NORIEGA Elizabeth,Female,33,Argentina,2020 Summer,2020,Summer,Swimming,0
2873,NORIMATSU Seiya,Male,31,Japan,2020 Summer,2020,Summer,Wheelchair Rugby,1
2874,NORMAN Grace,Female,23,United States of America,2020 Summer,2020,Summer,Triathlon,2
2875,NORMANDEAU Thomas,Male,24,Canada,2020 Summer,2020,Summer,Athletics,0
2876,NORMANN Anna,Female,36,Sweden,2020 Summer,2020,Summer,Shooting,2
2877,NORRIS Shaun,Male,36,Australia,2020 Summer,2020,Summer,Wheelchair Basketball,0
2878,NOUIOUA Samir,Male,35,Algeria,2020 Summer,2020,Summer,Athletics,0
2879,NOUIRI Azeddine,Male,34,Morocco,2020 Summer,2020,Summer,Athletics,2
2880,NOURI Vahid,Male,31,Islamic Republic of Iran,2020 Summer,2020,Summer,Judo,3
2881,NOVAGLIO Pamela,Female,50,Italy,2020 Summer,2020,Summer,Shooting,0
2882,NOVAK Carol-Eduard,Male,44,Romania,2020 Summer,2020,Summer,Cycling Road,2
2883,NOVAK Carol-Eduard,Male,44,Romania,2020 Summer,2020,Summer,Cycling Track,2
2884,NOVAK Roman,Male,32,Ukraine,2020 Summer,2020,Summer,Athletics,0
2885,NOVINA Paula,Female,17,Croatia,2020 Summer,2020,Summer,Swimming,0
2886,NOZDRUNOV Iurii,Male,31,RPC,2020 Summer,2020,Summer,Table Tennis,1
2887,NTENTA Anna,Female,39,Greece,2020 Summer,2020,Summer,Boccia,1
2888,NTOUNIS Vasileios,Male,30,Greece,2020 Summer,2020,Summer,Wheelchair Fencing,0
2889,NTUTU Ndodomzi,Male,35,South Africa,2020 Summer,2020,Summer,Athletics,0
2890,NUKHAILAWI Wildan,Male,34,Iraq,2020 Summer,2020,Summer,Athletics,1
2891,NUNEZ MILAN Judith,Female,34,Spain,2020 Summer,2020,Summer,Wheelchair Basketball,0
2892,MOHD ZAIS Nur Azlia Syafinaz,Female,22,Malaysia,2020 Summer,2020,Summer,Cycling Track,0
2893,NUTTALL Luke,Male,19,Great Britain,2020 Summer,2020,Summer,Athletics,0
2894,NWAOZUZU Grace,Female,40,Nigeria,2020 Summer,2020,Summer,Athletics,0
2895,NYAMAA Altantsetseg,Female,42,Mongolia,2020 Summer,2020,Summer,Judo,0
